title,engine_size,engine_type,total_kms,price,link
Lucan Autosales,Independent Dealer,2014,2.0 Diesel,"€13,500",/cars-for-sale/2014-bmw-5-series-new-nct/33963016
Lucan Autosales,Independent Dealer,2014,2.0 Diesel,"€11,750",/cars-for-sale/2014-bmw-5-series-automatic-new-chain/37152621
•BMW 420D GRANCOUPE M SPORT HIGH SPEC•,2016,2.0 Diesel,"112,000 mi","€24,500",/cars-for-sale/bmw-420d-grancoupe-m-sport-high-spec/37240186
BMW M-520D 2015,2015,2.0 Diesel,"182,000 km","€16,900",/cars-for-sale/bmw-m-520d-2015/36449123
North Road Motor Company,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€19,950",/cars-for-sale/bmw-330e-plug-in-top-spec-m-sport/36947625
Bmw 420d m sport coupe,2014,2.0 Diesel,"108,000 mi","€16,000",/cars-for-sale/bmw-420d-m-sport-coupe/37451940
Derek Considine Car Sales Ltd,Independent Dealer,2014,2.0 Diesel,"€9,950",/cars-for-sale/bmw-5-series-d-f11-se-touring-5dr-auto/37451399
Autoline Car Sales,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€16,950",/cars-for-sale/bmw-3-series-330e-zles-phev-sport-2-4dr-auto/36951633
BMW 116 M-Sport Auto,2015,1.6 Petrol,"96,000 km","€13,500",/cars-for-sale/bmw-116-m-sport-auto/37232671
Roskeen Cars And Commercials,Independent Dealer,2014,2.0 Diesel,"€16,950",/cars-for-sale/bmw-520d-m-sport-automatic-f10/37058031
ZFF Automotive,Independent Dealer,2016,2.0 Diesel,"€22,950",/cars-for-sale/2016-bmw-f10-520d-m-sport-m-performance/37232132
BMW 3 series,2016,2.0 Diesel,"158,726 km","€15,000",/cars-for-sale/bmw-3-series/37231632
BMW 3-Series 2016,2016,2.0 Diesel,"97,000 km","€14,450",/cars-for-sale/bmw-3-series-2016/37445636
BMW 4-Series Gran Coupe,2014,2.0 Diesel,"141,000 km","€14,500",/cars-for-sale/bmw-4-series-gran-coupe/35445559
Carlow Auto Works,Independent Dealer,2016,3.0 Diesel,"€24,995",/cars-for-sale/bmw-530d-m-sport-touring-auto/37590016?campaign=3
Eoin Reynolds Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€16,995",/cars-for-sale/bmw-1-series-161-bmw-118d-f21-m-sport-3dr-auto-w/37574023?campaign=3
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,450",/cars-for-sale/bmw-1-series-118i-m-sport-low-mileage-reverse/37350720?campaign=3
Broughan Motors,Independent Dealer,2015,2.0 Diesel,"€13,999",/cars-for-sale/bmw-2-series-2015-auto-avtive-tourer-nct-2025/34242098
"BMW 640D Convertible M-sport, New NCT 08/2025",2014,3.0 Diesel,"100,000 km","€30,000",/cars-for-sale/bmw-640d-convertible-m-sport-new-nct-08-2025/34439124
"BMW 218D COUPE Low Klms, Full BMW service history",2015,2.0 Diesel,"69,000 mi","€12,100",/cars-for-sale/bmw-218d-coupe-low-klms-full-bmw-service-history/36837556
DEERPARK MOTOR CO.,Independent Dealer,2016,1.5 Diesel,"€15,950",/cars-for-sale/bmw-1-series-sale-agreed-116d-se-leather-autom/37443341
Quantum Autos,Independent Dealer,2014,2.0 Diesel,"€12,995",/cars-for-sale/bmw-5-series-2014-520d-automatic-se-2-0d-150bhp-s/37237734
Cieran McConnon Car Sales,Independent Dealer,2016,2.0 Diesel,"€21,999",/cars-for-sale/2016-161-bmw-520d-m-sport-190bhp/37440200
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-116i-sport-/36742041
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-116i-sport-/36742036
Automatic Motor Car Centre,Independent Dealer,2015,1.6 Petrol,"€16,450",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-118i-61k-km/36742034
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-120i-sport-/36742033
Automatic Motor Car Centre,Independent Dealer,2016,1.5 Petrol,"€24,950",/cars-for-sale/bmw-x1-bmw-x1-automatic-sdrive-18i-46k-kms-re/36739270
Automatic Motor Car Centre,Independent Dealer,2016,1.5 Petrol,"€17,450",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-118i-style-/37106025
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,750",/cars-for-sale/bmw-1-series-116i-automatic-only-40k-kms-styl/36036629
BMW 318d,2014,2.0 Diesel,"187,000 mi","€10,500",/cars-for-sale/bmw-318d/37224889
Car,2015,2.0 Diesel,"105,000 mi","€15,250",/cars-for-sale/car/37224811
Deerpark N11,Independent Dealer,2016,2.0 Petrol,"€29,950",/cars-for-sale/bmw-z4-2-0i-m-sport-auto-f-bmw-s-h/37237611
BMW 4-Series 2016,2016,3.0 Diesel,"100,000 km","€27,000",/cars-for-sale/bmw-4-series-2016/37223571
Cammia Motors,Independent Dealer,2015,1.4 Petrol,"€15,950",/cars-for-sale/bmw-1-series-116i-m-sport-auto-4dr/36847141
BMW 3-Series 2014,2014,2.0 Diesel,"276,000 km","€10,250",/cars-for-sale/bmw-3-series-2014/37223445
BMW 4-Series M Sport (Gran Coupe),2015,2.0 Diesel,"99,850 km","€19,000",/cars-for-sale/bmw-4-series-m-sport-gran-coupe/37223374
Desmond Motors,Independent Dealer,2016,2.0 Diesel,No price found,/cars-for-sale/bmw-5-series-m-sport/36510173
BMW 4-Series 2015,2015,2.0 Diesel,"108,000 mi","€22,250",/cars-for-sale/bmw-4-series-2015/37222758
BMW 520d Luxury Line,2016,2.0 Diesel,"174,342 km","€15,500",/cars-for-sale/bmw-520d-luxury-line/37328530
BMW 5 Series,2014,2.0 Diesel,"161,000 km","€15,000",/cars-for-sale/bmw-5-series/37432618
BMW X3 2016 MSPORT (Very High Spec) 4WD,2016,2.0 Diesel,"203,000 km","€24,450",/cars-for-sale/bmw-x3-2016-msport-very-high-spec-4wd/37217371
DG Cars & 4X4 LTD,Independent Dealer,2016,3.0 Diesel,"€37,250",/cars-for-sale/now-reserved/37296229
DG Cars & 4X4 LTD,Independent Dealer,2015,3.0 Petrol,"€53,350",/cars-for-sale/now-reserved/37040016
Bmw 2 series 2015 7seater,2015,2.0 Diesel,"185,000 km","€12,800",/cars-for-sale/bmw-2-series-2015-7seater/36842114
BMW 3-Series 2015,2015,2.0 Diesel,"165,000 km","€13,000",/cars-for-sale/bmw-3-series-2015/37427460
BMW i3 2015,2015,0.6 Petrol Plug-in Hybrid,"203,000 km","€8,900",/cars-for-sale/bmw-i3-2015/36386323
Elite Autos,Independent Dealer,2016,2.0 Diesel,"€16,995",/cars-for-sale/bmw-218d-luxury-auto-2016/37345855?campaign=3
Motor Wholesales,Independent Dealer,2016,2.0 Diesel,"€17,900",/cars-for-sale/161-bmw-x3-s-drive-automatic-bluestone-grey/37627818?campaign=3
SPOTLIGHT,2015,3.0 Diesel,"288,542 km","€25,000",/cars-for-sale/bmw-x6-f16-with-2-years-bmw-parts-warranty/37656546?campaign=3
BMW  Auto 1-Series 2014,2014,2.0 Diesel,"170,000 km","€11,500",/cars-for-sale/bmw-auto-1-series-2014/37426334
BMW 316D SPORT ZLSF 4DR,2016,2.0 Diesel,"88,000 mi","€15,995",/cars-for-sale/bmw-316d-sport-zlsf-4dr/37290220
BMW 330e M Sport,2016,2.0 Petrol Plug-in Hybrid,"191,382 mi","€16,500",/cars-for-sale/bmw-330e-m-sport/37007204
BMW 520 d M Sport,2016,2.0 Diesel,"150,000 mi","€15,450",/cars-for-sale/bmw-520-d-m-sport/37208352
Matt-Export,Independent Dealer,2016,3.0 Diesel,"€25,950",/cars-for-sale/161-bmw-730d-luxury/36897266
BMW 520d m sport,2015,2.0 Diesel,"116,000 mi","€18,500",/cars-for-sale/bmw-520d-m-sport/37421082
Automatic Motor Car Centre,Independent Dealer,2016,1.5 Petrol,"€16,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-118i-51k-km/37097559
Automatic Motor Car Centre,Independent Dealer,2016,1.5 Petrol,"€25,950",/cars-for-sale/bmw-x1-bmw-x1-automatic-sdrive-18i-28k-kms-re/36709300
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-116i-sport-automatic-54k-kms-rev/36635870
BMW X5 2016 7seats 3.0 diesel,2016,3.0 Diesel,"144,000 km","€36,000",/cars-for-sale/bmw-x5-2016-7seats-3-0-diesel/35956844
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-1-6-petrol-52k-kms-reverse-camera-p/37030596
2014 Bmw 330d xdrive f31 Estate Msport Shadow line,2014,3.0 Diesel,"288,000 km","€18,000",/cars-for-sale/2014-bmw-330d-xdrive-f31-estate-msport-shadow-line/36514531
The Lodge Motor Company,Independent Dealer,2015,2.0 Diesel,"€10,900",/cars-for-sale/2015-bmw-316d-sport-new-nct-high-spec/36316667
BMW 3-Series 2014,2014,2.0 Diesel,"234,000 km","€11,250",/cars-for-sale/bmw-3-series-2014/37200840
Deerpark 4x4,Independent Dealer,2014,4.4 Petrol,"€47,900",/cars-for-sale/2014-bmw-m5-4-4-v8/33830534
BMW 3-Series 2014,2014,2.0 Diesel,"129,213 mi",No price found,/cars-for-sale/bmw-3-series-2014/37413639
Bmw f10 msport,2015,2.0 Diesel,"173,000 mi","€11,995",/cars-for-sale/bmw-f10-msport/37301899
Bmw msport 320d,2015,2.0 Diesel,"158,000 mi","€15,750",/cars-for-sale/bmw-msport-320d/37197140
The Eagles Car Sales,Independent Dealer,2015,3.0 Diesel,"€24,950",/cars-for-sale/bmw-430d-f36-m-sport-gran-coupe-4-4dr/35282641
BMW 520 M-sport,2016,2.0 Diesel,"167,422 mi","€14,999",/cars-for-sale/bmw-520-m-sport/37194325
Autoxpress,Independent Dealer,2014,1.6 Petrol,"€13,995",/cars-for-sale/bmw-1-series-116i-style-automatic/37405662
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-116i-sport-automatic-/37405661
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-116i-sport-automatic-/37405658
Autoxpress,Independent Dealer,2014,1.5 Petrol,"€14,995",/cars-for-sale/bmw-2-series-218i-1-5-gran-tourer-automatic-reve/37405657
Autoxpress,Independent Dealer,2016,1.5 Petrol,"€16,995",/cars-for-sale/bmw-1-series-118i-1-5-style-auto/37405654
Autoxpress,Independent Dealer,2016,3.0 Diesel,"€37,995",/cars-for-sale/bmw-x6-xdrive-m30d-m-sport260-bhp/37405650
Autoxpress,Independent Dealer,2015,1.5 Petrol,"€15,750",/cars-for-sale/bmw-1-series-118i-automatic-reverse-camera/37405647
Gleeson Sales and Service,Independent Dealer,2016,2.0 Diesel,"€27,950",/cars-for-sale/2016-white-bmw-520d-msport-manual/31586364
Gleeson Sales and Service,Independent Dealer,2016,0.6 Petrol Plug-in Hybrid,"€19,950",/cars-for-sale/162-bmw-i3-electric-with-petrol-range-extender/34445771
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,750",/cars-for-sale/bmw-1-series-116i-1-6-automatic-reverse-camera/37405637
Dean Burke Cars,Independent Dealer,2016,2.0 Diesel,"€21,340",/cars-for-sale/m-sport-bmw-low-millage/37561538?campaign=3
Naas Road Autos,Independent Dealer,2016,2.0 Diesel,"€21,950",/cars-for-sale/bmw-3-series-2-0d-m-sport-plus-with-leather-5dr-e/37626334?campaign=3
Kearys CarStore,Independent Dealer4.4/5,2016,2.0 Diesel,"€18,888",/cars-for-sale/bmw-5-series-520d-se-group-1-5e52-4dr-auto/36170357?campaign=3
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-116i-automatic-/37405635
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-118i-reverse-camera-1-6-auto-faceli/37405633
Autoxpress,Independent Dealer,2014,1.6 Petrol,"€13,995",/cars-for-sale/bmw-1-series-automatic/37405632
Autoxpress,Independent Dealer,2014,1.6 Petrol,"€13,995",/cars-for-sale/bmw-1-series-116i-1-6-automatic-/37405630
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,450",/cars-for-sale/bmw-1-series-118i-sport-1-6-automatic-reverse-ca/37405629
Autoxpress,Independent Dealer,2016,2.0 Diesel,"€21,995",/cars-for-sale/bmw-5-series-520-d-f10-m-sport-auto/37405628
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-116i-automatic-reverse-camera/37405625
Autoxpress,Independent Dealer,2016,2.0 Diesel,"€32,995",/cars-for-sale/bmw-x5-2-0d-m-sport-7-seater-/37405624
BMW i3 hybrid new nct,2015,0.6 Petrol Plug-in Hybrid,"99,000 mi","€11,350",/cars-for-sale/bmw-i3-hybrid-new-nct/37192636
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-116i-automatic-reverse-camera/37405620
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€14,995",/cars-for-sale/bmw-1-series-116i-1-6-sport-automatic-reverse-ca/37405618
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-1161-sport-automatic-reverse-camera-/37405613
Autoxpress,Independent Dealer,2015,1.6 Petrol,"€15,995",/cars-for-sale/bmw-1-series-118i-sport-1-6-automatic-reverse-ca/37405609
BMW 3-Series 2015,2015,2.0 Diesel,33 days,"€11,500",/cars-for-sale/bmw-3-series-2015/37406565
Bwm 320d f30 Msport,2015,2.0 Diesel,"170,000 mi","€14,250",/cars-for-sale/bwm-320d-f30-msport/37051063
Long Mile Motors Ltd,Independent Dealer,2014,2.0 Diesel,"€24,000",/cars-for-sale/bmw-x5-2014-xdrive-7-seats-harman-kardon/37356633
2015 BMW 420d M-Sport Manual,2015,2.0 Diesel,"73,000 mi","€16,950",/cars-for-sale/2015-bmw-420d-m-sport-manual/36644810
BMW 330E Sport Hybrid,2016,2.0 Petrol Plug-in Hybrid,"58,000 km","€22,995",/cars-for-sale/bmw-330e-sport-hybrid/36437674
BMW 330D M Sport 2015,2015,3.0 Diesel,"220,000 km","€18,000",/cars-for-sale/bmw-330d-m-sport-2015/37399681
Amien Cars,Independent Dealer,2015,2.0 Diesel,"€13,450",/cars-for-sale/bmw-5-series-2015-automatic/31042751
Bmw 330e,2016,2.0 Petrol Plug-in Hybrid,"124,000 mi","€20,500",/cars-for-sale/bmw-330e/37339716
Killygordon Car Sales,Independent Dealer,2015,2.0 Diesel,"€13,995",/cars-for-sale/bmw-518d-se/37395847
Automatic Motor Car Centre,Independent Dealer,2016,1.5 Petrol,"€24,950",/cars-for-sale/bmw-x1-bmw-x1-automatic-s-drive-18i-x-line-62k/37394890
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-bmw-1-series-116i-auto-52k-kms/35638924
Empire Trade Sales,Independent Dealer,2016,2.0 Diesel,"€15,500",/cars-for-sale/bmw-520d-f10-se-4dr-auto-finance-availaible/36294372
Sep 16 (162D) BMW 420d MSport 2 Dr Cabrio Auto,2016,2.0 Diesel,"92,300 km","€21,650",/cars-for-sale/sep-16-162d-bmw-420d-msport-2-dr-cabrio-auto/36881673
The Car Crew,Independent Dealer,2015,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-116i-se-g1-z1ab-4dr-auto/37389554
BMW 4 Series Gran Coupe M Sport 420D,2014,2.0 Diesel,"183,000 km","€12,750",/cars-for-sale/bmw-4-series-gran-coupe-m-sport-420d/35412886
2016 BMW 5 Series 520D F10 M Sport,2016,2.0 Diesel,"127,000 mi","€16,900",/cars-for-sale/2016-bmw-5-series-520d-f10-m-sport/37174292
2014 bmw 320d m sport X-Drive,2014,2.0 Diesel,"245,000 km","€11,950",/cars-for-sale/2014-bmw-320d-m-sport-x-drive/36933388
SPOTLIGHT,2015,3.0 Diesel,"288,542 km","€25,000",/cars-for-sale/bmw-x6-f16-with-2-years-bmw-parts-warranty/37656546?campaign=3
Dean Burke Cars,Independent Dealer,2016,1.5 Diesel,"€14,340",/cars-for-sale/7-seats-bmw-diesel/36845260?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"72,000 mi","€17,950",/cars-for-sale/bmw-420d-grand-coupe/36762924?campaign=3
•Reserved,2015,2.0 Diesel,"110,000 mi","€17,950",/cars-for-sale/reserved/37089702
BMW 116,2015,1.5 Diesel,"128,000 km","€13,999",/cars-for-sale/bmw-116/37386002
BMW 420 MSport NCT 09/26,2015,2.0 Diesel,"100,000 mi","€21,000",/cars-for-sale/bmw-420-msport-nct-09-26/33737449
BMW 1-Series 2015,2015,1.6 Petrol,"89,400 km","€10,500",/cars-for-sale/bmw-1-series-2015/37171891
2014 BMW 318d Automatic Sport Business Edition,2014,2.0 Diesel,"98,000 mi",No price found,/cars-for-sale/2014-bmw-318d-automatic-sport-business-edition/37382840
BMW 5-Series 2014,2014,2.0 Diesel,"121,000 mi","€13,500",/cars-for-sale/bmw-5-series-2014/36293089
BMW,2014,3.0 Diesel,"150,000 km","€17,000",/cars-for-sale/bmw/36591281
BMW F30 330D,2015,3.0 Diesel,"152,000 km","€21,000",/cars-for-sale/bmw-f30-330d/37167811
BMW 520d f10 m sport 151,2015,2.0 Diesel,"159,856 mi","€14,000",/cars-for-sale/bmw-520d-f10-m-sport-151/37114370
BMW 420D Msport,2014,2.0 Diesel,"200,000 mi","€12,000",/cars-for-sale/bmw-420d-msport/37379881
BMW 5 Series 520 D F10 SE 4DR,2016,2.0 Diesel,"224,600 km","€15,600",/cars-for-sale/bmw-5-series-520-d-f10-se-4dr/36501370
BMW 520d Msport Lci,2014,2.0 Diesel,"115,000 mi","€14,350",/cars-for-sale/bmw-520d-msport-lci/37379164
BMW 530D 2016 M sport,2016,3.0 Diesel,"101,000 km","€22,900",/cars-for-sale/bmw-530d-2016-m-sport/37166042
BMW X3 SDrive18d - Automatic - Irish Car,2016,2.0 Diesel,"106,000 km","€20,999",/cars-for-sale/bmw-x3-sdrive18d-automatic-irish-car/37165654
BMW 4 Series 418d Grand Coupe 2014,2014,2.0 Diesel,"91,500 mi","€13,000",/cars-for-sale/bmw-4-series-418d-grand-coupe-2014/37375811
Top Spec Motors,Independent Dealer,2016,2.0 Diesel,"€24,800",/cars-for-sale/2016-bmw-520d-m-sport-auto/37075759
2015 Bmw 435d xDrive mSport Gran Coupe,2015,3.0 Diesel,"147,000 km","€28,500",/cars-for-sale/2015-bmw-435d-xdrive-msport-gran-coupe/37373815
Bmw 518D,2014,2.0 Diesel,37 days,"€6,700",/cars-for-sale/bmw-518d/37372864
BMW 520D MSport,2016,2.0 Diesel,"179,000 km","€18,950",/cars-for-sale/bmw-520d-msport/37372713
BMW 1-Series 2016 M Sport Auto,2016,1.5 Diesel,"145,000 km","€13,500",/cars-for-sale/bmw-1-series-2016-m-sport-auto/37370869
BMW 4-Series 2016,2016,2.0 Diesel,"90,000 mi",No price found,/cars-for-sale/bmw-4-series-2016/37157792
Glassen Motors,Independent Dealer,2014,2.0 Diesel,"€13,900",/cars-for-sale/bmw-1-series-116d-se-g1-z1ai-4dr-142-low-mileag/35655095
BMW 5-Series 2015,2015,2.0 Diesel,"100,949 mi","€12,500",/cars-for-sale/bmw-5-series-2015/37156263
BMW,2014,2.0 Diesel,"267,000 km","€10,950",/cars-for-sale/bmw/37144158
BMW 218d Very low km,2014,2.0 Diesel,"156,000 km","€12,000",/cars-for-sale/bmw-218d-very-low-km/36889041
BMW 520D  2014,2014,2.0 Diesel,"165,800 mi","€11,950",/cars-for-sale/bmw-520d-2014/36143470
Midland Car Sales,Independent Dealer,2016,2.0 Diesel,"€29,800",/cars-for-sale/bmw-x4-20d-m-sport-xdrive/35401587
BMW 3 series F30 **2 YEARS TEST,2016,2.0 Diesel,"162,000 mi","€15,700",/cars-for-sale/bmw-3-series-f30-2-years-test/33515914
Donal McArdle Car Sales,Independent Dealer,2014,2.0 Diesel,"€17,495",/cars-for-sale/bmw-520d-msport-auto-plus/35301683
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-116i-m-sport-automatic-leather-sea/36479570
Tom Hand Cars,Independent Dealer,2015,2.0 Diesel,"€17,950",/cars-for-sale/bmw-520d-m-sport-pro-nav-2015-harmon-kardon/37626018?campaign=3
Motor Wholesales,Independent Dealer,2016,2.0 Diesel,"€17,900",/cars-for-sale/161-bmw-x3-s-drive-automatic-bluestone-grey/37627818?campaign=3
SPOTLIGHT,2015,3.0 Diesel,"145,000 mi","€16,300",/cars-for-sale/bmw-530d-2015-new-timing-chain/37450185?campaign=3
BMW 3-Series 2015,2015,2.0 Diesel,"102,707 mi","€11,500",/cars-for-sale/bmw-3-series-2015/37360164
2015 BMW 530d msport lci,2015,3.0 Diesel,"157,500 mi","€17,500",/cars-for-sale/2015-bmw-530d-msport-lci/37087872
Stunning 2014 BMW 520d Msport. Nct 01/2025,2014,2.0 Diesel,"110,276 mi","€16,000",/cars-for-sale/stunning-2014-bmw-520d-msport-nct-01-2025/37146749
Mount Merrion Cars,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€21,900",/cars-for-sale/bmw-3-series-reserved/37357669
T Kenny Car Sales,Independent Dealer,2016,2.0 Diesel,"€14,950",/cars-for-sale/bmw-5-series-d-z5l2-4dr-auto-luxury-2-finance-ava/37295357
BMW 5-Series 2015,2015,2.0 Diesel,"155,000 mi","€9,300",/cars-for-sale/bmw-5-series-2015/37144179
BMW 3 Series 316D Manual Sport M Performance,2016,2.0 Diesel,"138,000 mi","€14,250",/cars-for-sale/bmw-3-series-316d-manual-sport-m-performance/36328953
BMW 1 Series Msport,2016,1.5 Diesel,"105,000 mi","€12,500",/cars-for-sale/bmw-1-series-msport/37253814
BMW X5 2014,2014,3.0 Diesel,"78,000 km","€26,150",/cars-for-sale/bmw-x5-2014/37213289
DPW Cars,Independent Dealer,2016,1.5 Petrol,"BMW 118i Sport - €14,950",/cars-for-sale/bmw-118i-sport-14-950/37353021
BMW X5 M-Sport 30D,2015,3.0 Diesel,"246,000 km","€31,000",/cars-for-sale/bmw-x5-m-sport-30d/37351743
Dunshaughlin Motor Company,Independent Dealer,2016,2.0 Diesel,"€19,450",/cars-for-sale/bmw-5-series-520d-m-sport-touring-estate-f11-5dr/37350758
Bmw X5 2014 3 litre,2014,3.0 Diesel,"218,330 mi","€23,950",/cars-for-sale/bmw-x5-2014-3-litre/37350274
BMW 520D M Sport,2016,2.0 Diesel,"82,500 mi","€24,995",/cars-for-sale/bmw-520d-m-sport/37349757
Desmond Motors,Independent Dealer,2016,2.0 Diesel,No price found,/cars-for-sale/bmw-5-series-m-sport/36509619
BMW 4-Series 2014,2014,2.0 Diesel,"142,000 mi","€18,500",/cars-for-sale/bmw-4-series-2014/37348654
BMW 1-Series 2014,2014,1.6 Petrol,"121,000 km","€9,500",/cars-for-sale/bmw-1-series-2014/37348482
BMW 5 Series MSport 520 D F10 4DR Automatic,2015,2.0 Diesel,"141,500 km","€16,995",/cars-for-sale/bmw-5-series-msport-520-d-f10-4dr-automatic/37135834
BMW 3-Series 2016,2016,2.0 Petrol Plug-in Hybrid,"151,500 km","€16,250",/cars-for-sale/bmw-3-series-2016/37135820
2016 BMW 330e,2016,2.0 Petrol Plug-in Hybrid,"113,002 mi","€10,950",/cars-for-sale/2016-bmw-330e/36837967
BMW X5 2014,2014,3.0 Diesel,"83,000 km",No price found,/cars-for-sale/bmw-x5-2014/37344024
BMW 520d m-sport,2016,2.0 Diesel,"131,000 mi","€23,500",/cars-for-sale/bmw-520d-m-sport/37343510
BMW 518D 5 Series,2014,2.0 Diesel,"290,000 km","€9,750",/cars-for-sale/bmw-518d-5-series/37342967
BMW 4-Series 2014,2014,2.0 Diesel,"221,000 km","€14,450",/cars-for-sale/bmw-4-series-2014/37131077
BMW 318d Sport,2014,2.0 Diesel,"158,000 mi","€12,500",/cars-for-sale/bmw-318d-sport/37128633
BMW 520d M Pack Automatic 2015,2015,2.0 Diesel,"164,000 mi","€14,500",/cars-for-sale/bmw-520d-m-pack-automatic-2015/37164352
"BMW 1 Series 116i Sport, PRICED TO SELL",2015,1.6 Petrol,"117,000 km","€10,000",/cars-for-sale/bmw-1-series-116i-sport-priced-to-sell/37119918
Malahide Autos Coolock,Independent Dealer,2016,2.0 Diesel,"€29,950",/cars-for-sale/bmw-x5-2016/37337892
Bmw f10 M sport automatic,2016,2.0 Diesel,"170,000 mi","€14,950",/cars-for-sale/bmw-f10-m-sport-automatic/37052706
BMW 4-Series 2015,2015,2.0 Diesel,"63,158 mi","€22,799",/cars-for-sale/bmw-4-series-2015/37125586
Frank Wray Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-2016-161leatherautomaticmintfsh/37625815?campaign=3
Curragha Motors,Independent Dealer,2015,1.5 Petrol,"€15,950",/cars-for-sale/bmw-1-series-1-5-automatic/36794340?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"72,000 mi","€17,950",/cars-for-sale/bmw-420d-grand-coupe/36762924?campaign=3
BMW 330D Touring F31 Estate Wagon Automatic 340BHP,2015,3.0 Diesel,"92,000 mi","€18,500",/cars-for-sale/bmw-330d-touring-f31-estate-wagon-automatic-340bhp/36086865
BMW 520d F10 M-sport,2014,2.0 Diesel,"244,876 km","€15,700",/cars-for-sale/bmw-520d-f10-m-sport/37335679
BMW 1-Series 2015,2015,1.5 Diesel,"88,367 km","€12,250",/cars-for-sale/bmw-1-series-2015/37124653
BMW 3-Series 2014,2014,2.0 Diesel,"202,000 mi","€9,800",/cars-for-sale/bmw-3-series-2014/37145360
BMW 5-Series 2016,2016,2.0 Diesel,42 days,"€18,750",/cars-for-sale/bmw-5-series-2016/37124657
BMW I3 E60 AH RANGE EXTENDER Sale or Swap,2015,0.6 Petrol Plug-in Hybrid,0 km,"€12,500",/cars-for-sale/bmw-i3-e60-ah-range-extender-sale-or-swap/35426832
Autoxpress,Independent Dealer,2016,1.5 Petrol,"€16,800",/cars-for-sale/bmw-1-series-118i-1-5-automatic-/37332486
Autoxpress,Independent Dealer,2016,2.0 Diesel,"€18,750",/cars-for-sale/bmw-3-series-320d-automatic/37332485
Autoxpress,Independent Dealer,2016,2.0 Diesel,"€18,750",/cars-for-sale/bmw-3-series-320d-automatic/37332484
Autoxpress,Independent Dealer,2016,2.0 Petrol,"€20,995",/cars-for-sale/bmw-3-series-320i-m-sport-automatic/37332483
2014 BMW 535d M-Sport Auto F10,2014,3.0 Diesel,"167,000 mi","€19,950",/cars-for-sale/2014-bmw-535d-m-sport-auto-f10/35895372
2016 BMW 520d MSPORT,2016,2.0 Diesel,"99,325 mi","€19,650",/cars-for-sale/2016-bmw-520d-msport/36753719
Prestige Autos(Ballymount),Independent Dealer,2014,2.0 Diesel,"€17,950",/cars-for-sale/bmw-3-series-2-0l-diesel-auto-m-sport-50000-klm/37331393
VP MOTORS,Independent Dealer,2015,1.5 Petrol,"€13,400",/cars-for-sale/beige-leather-interior-high-spec-low-mileage-/36872036
Only today,2016,2.0 Diesel,200 km,"€11,000",/cars-for-sale/only-today/36775622
BMW 518 D,2015,2.0 Diesel,"192,778 km","€12,000",/cars-for-sale/bmw-518-d/36939900
Ashford Motors,Independent Dealer4.9/5,2015,3.0 Petrol,"€49,950",/cars-for-sale/bmw-m3-2015/36039198
